,track_name,artist_name
4738,How You Gonna Act Like That,Tyrese
4739,Into You,Fabolous Featuring Ashanti or Tamia
4740,"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee
4741,In Those Jeans,Ginuwine
4742,Gossip Folks,Missy Elliott (Featuring Ludacris)
4743,Mesmerize,Ja Rule feat. Ashanti
4744,I Should Be...,Dru Hill
4745,Change Clothes,Jay-Z
4746,Read Your Mind,Avant
4747,Fabulous,Jaheim Featuring Tha Rayne
4748,Salt Shaker,Ying Yang Twins
4749,I Can,Nas
4750,Like Glue,Sean Paul
4751,Through the Wire,Kanye West
4752,Be Faithful,Fatman Scoop
4753,Stunt 101,G Unit
4754,Thoia Thoing,R. Kelly
4755,The Jump Off,Lil' Kim (featuring Mr. Cheeks)
4756,Snake,R. Kelly featuring Cam'ron & Big Tigger
4757,Put That Woman First,Jaheim
4758,No Letting Go,Wayne Wonder
4759,Runnin' (Dying to Live),2Pac
4760,Thugz Mansion,2Pac
4761,Sick Of Being Lonely,Field Mob
4762,Love @ 1st Sight,Mary J. Blige
4763,"Can't Stop, Won't Stop",Young Gunz
4764,Runnin (Dying To Live),Tupac Featuring The Notorious B.I.G.
4765,Say Yes,Floetry
4766,Let's Get Down,Bow Wow (Feat. Baby) 
4767,Cry Me A River,Justin Timberlake
4768,Never Scared,Bone Crusher
4769,Made You Look,Nas
4770,Wat da Hook Gon Be,Murphy Lee
4771,Clubbin,Marques Houston
4772,Come Over,Aaliyah
4773,Paradise,LL Cool J feat. Amerie
4774,What Would You Do?,The Isley Brothers Featuring Ronald Isley aka Mr. Biggs
4775,My Love Is Like...Wo,Mýa
4776,What Happened To That Boy,Baby (aka The Birdman) Featuring Clipse
4777,Hell Yeah,Ginuwine (feat. Baby)
4778,Pass That Dutch,Missy Elliott
4779,Like A Pimp,David Banner feat. Lil' Flip
4780,Emotional Rollercoaster,Vivian Green
4781,Pump It Up,Joe Budden
4782,Bad Boy This Bad Boy That,Bad Boy's Da Band
4783,Clap Back,Ja Rule
4784,More & More,Joe
4785,Girlfriend,B2K
4786,4 Ever,Lil' Mo (Featuring Fabolous)
4787,Business,Eminem
4788,Ooh!,Mary J. Blige
4789,Make It Clap,Busta Rhymes (feat. Spliff Star)
4790,I Wish I Wasn't,Heather Headley
4791,Signs Of Love Makin',Tyrese
4792,Forthenight (For The Night),Musiq
4793,Gigolo,Nick Cannon
4794,Don't Wanna Try,Los Kumbia Kings
4795,Laundromat,Nivea
4796,Do That...,Baby (aka Da #1 Stunna) Featuring P. Diddy
4797,Come Close To Me,Common Featuring Mary J. Blige Or Erykah Badu
4798,Dance with My Father,Luther Vandross
4799,Act a Fool,Ludacris
4800,Let Me Love You,Mario
4801,Yeah!,Usher Featuring Lil' Jon & Ludacris
4802,Goodies,Ciara featuring Petey Pablo
4803,Burn,Usher
4804,Drop It Like It's Hot,Snoop Dogg
4805,My Boo,Usher & Alicia Keys
4806,Lean Back,Terror Squad
4807,Confessions (Part II),Usher
4808,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx
4809,Oh,Ciara
4810,Soldier,Destiny's Child
4811,The Way You Move,Outkast Featuring Sleepy Brown
4812,I Don't Wanna Know,Mario Winans
4813,If I Ain't Got You,Alicia Keys
4814,Slow Motion,Juvenile Featuring Soulja Slim
4815,Tipsy,J-Kwon
4816,"Me, Myself And I",Beyoncé
4817,"1,2 Step",Ciara Featuring Missy Elliott
4818,How We Do,The Game
4819,Wonderful,Ja Rule featuring R. Kelly & Ashanti
4820,Lovers and Friends,Lil Jon
4821,Diary,Alicia Keys
4822,Sunshine,Lil' Flip featuring Lea
4823,Overnight Celebrity,Twista
4824,One Call Away,Chingy Featuring J. Weav
4825,Disco Inferno,50 Cent
4826,Jesus Walks,Kanye West
4827,Splash Waterfalls,Ludacris
4828,Sorry 2004,Ruben Studdard
4829,Rich Girl,Gwen Stefani
4830,My Place,Nelly Feat. Jaheim
4831,Dirt Off Your Shoulder,Jay-Z
4832,Milkshake,Kelis
4833,Lose My Breath,Destiny's Child
4834,Locked Up,Akon Feat. Styles P.
4835,Naughty Girl,Beyoncé
4836,On Fire,Lloyd Banks
4837,All Falls Down,Kanye West
4838,Caught Up,Usher
4839,Hotel,Cassidy feat. R. Kelly
4840,Freak-a-Leek,Petey Pablo
4841,Only U,Ashanti
4842,Breathe,Fabolous
4843,Through The Wire,Kanye West
4844,Why?,Jadakiss Featuring Anthony Hamilton
4845,Happy People,R. Kelly
4846,Roses,OutKast 
4847,Charlene,Anthony Hamilton
4848,I Believe,Fantasia Barrino
4849,Salt Shaker,Ying Yang Twins Feat. Lil Jon & The East Side Boyz
4850,Move Ya Body,Nina Sky feat. Jabba
4851,Dip It Low,Christina Milian
4852,Let's Go,Trick Daddy Featuring Twista & Lil' Jon
4853,Hey Ya!,Outkast
4854,Go D.J.,Lil Wayne
4855,Headsprung,LL Cool J
4856,U Should've Known Better,Monica
4857,Game Over (Flip),Lil' Flip
4858,I'm Still in Love with You,Sean Paul
4859,Bring 'Em Out,T.I.
4860,Get Back,Ludacris
4861,Hush,LL Cool J Featuring 7 Aurelius
4862,Shorty Wanna Ride,Young Buck
4863,Wanna Get To Know You,G-Unit featuring Joe
4864,Gasolina,Daddy Yankee
4865,I Like That,"Houston Featuring Chingy, Nate Dogg & I-20"
4866,U Make Me Wanna,Jadakiss Featuring Mariah Carey
4867,So Sexy,Twista Featuring R. Kelly
4868,Some Cut,Trillville
4869,U Saved Me,R. Kelly
4870,Talk About Our Love,Brandy Feat. Kanye West
4871,No Better Love,Young Gunz feat. Rell
4872,Southside,Lloyd featuring Ashanti
4873,Nolia Clap,"Juvenile, Wacko & Skip"
4874,No Problem,Lil Scrappy
4875,My Band,D12
4876,Dude,Beenie Man featuring Ms. Thing
4877,What U Gon' Do,Lil Jon & The East Side Boyz Feat. Lil Scrappy
4878,"Breathe, Stretch, Shake",Mase Featuring P. Diddy
4879,Dangerously In Love,Beyoncé
4880,Karma,Alicia Keys
4881,Balla Baby,Chingy
4882,My Baby,Bow Wow Featuring Jagged Edge
4883,Welcome Back,Mase
4884,Don't Take Your Love Away,Avant
4885,Rubber Band Man,T.I.
4886,Big Chips,R. Kelly & Jay-Z
4887,In My Life,Juvenile feat. Mannie Fresh
4888,I Can't Wait,Sleepy Brown featuring Outkast
4889,Let Me In,Young Buck
4890,Flap Your Wings,Nelly
4891,Just Lose It,Eminem
4892,Turn Me On,Kevin Lyttle
4893,Oye Mi Canto,"N.O.R.E. Feat. Daddy Yankee, Nina Sky, Big Mato & Gem Star"
4894,Selfish,Slum Village featuring Kanye West & John Legend
4895,Jook Gal (Wine Wine),"Elephant Man Featuring Twista, YoungbloodZ & Kiprich"
4896,Let's Get Away,T.I.
4897,I Want You,Janet Jackson
4898,Gigolo,Nick Cannon featuring R. Kelly
4899,Ride Wit U,Joe featuring G-Unit
4900,We Belong Together,Mariah Carey
4901,Let Me Love You,Mario
4902,Gold Digger,Kanye West
4903,Check On It,Beyoncé
4904,Run It!,Chris Brown
4905,Candy Shop,50 Cent Featuring Olivia
4906,So Sick,Ne-Yo
4907,Don't Forget About Us,Mariah Carey
4908,Hate It Or Love It,The Game Featuring 50 Cent
4909,Stickwitu,The Pussycat Dolls
4910,Slow Down,Bobby Valentino
4911,Soul Survivor,Young Jeezy
4912,Grillz,Nelly
4913,Lovers & Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris
4914,Like You,Bow Wow (feat. Ciara)
4915,Be without You,Mary J. Blige
4916,How We Do,The Game Featuring 50 Cent
4917,Shake It Off,Mariah Carey
4918,Oh,Ciara Featuring Ludacris
4919,1 Thing,Amerie
4920,Let Me Hold You,Bow Wow Featuring Omarion
4921,Soldier,Destiny's Child [feat. T.I. & Lil Wayne]
4922,Just a Lil Bit,50 Cent
4923,I Think They Like Me,Dem Franchize Boyz
4924,Disco Inferno,50 Cent
4925,Yo! (Excuse Me Miss),Chris Brown
4926,Lose Control,Missy Elliott
4927,Hollaback Girl,Gwen Stefani
4928,One Wish,Ray J
4929,When I'm Gone,Eminem
4930,Unpredictable,Jamie Foxx
4931,Cater 2 U,Destiny's Child
4932,Wait (The Whisper Song),Ying Yang Twins
4933,I'm N Luv (Wit a Stripper),T-Pain
4934,Truth Is,Fantasia Barrino
4935,Bring 'Em Out,T.I.
4936,Grind with Me,Pretty Ricky
4937,Girl Tonite,Twista Feat. Trey Songz
4938,Play,David Banner
4939,U Don't Know Me,T.I.
4940,Some Cut,Trillville Featuring Cutty
4941,Touch It,Busta Rhymes
4942,Pimpin' All Over The World,Ludacris Featuring Bobby Valentino
4943,Nasty Girl,The Notorious B.I.G.
4944,There It Go! (The Whistle Song),Juelz Santana
4945,Ordinary People,John Legend
4946,Naked,Marques Houston
4947,I Should Have Cheated,Keyshia Cole
4948,Here We Go,Trina Featuring Kelly Rowland
4949,Outta Control (Remix),50 Cent Featuring Mobb Deep
4950,Laffy Taffy,D4L
4951,I'm Sprung,T-Pain
4952,U Already Know,112 Featuring Foxy Brown
4953,Girl,Destiny's Child
4954,Stay Fly,Three 6 Mafia feat. Young Buck & Eightball & MJG
4955,Unbreakable,Alicia Keys
4956,Get Back,Ludacris
4957,Free Yourself,Fantasia Barrino
4958,We Be Burnin',Sean Paul
4959,Again, Faith Evans
4960,Trapped in the Closet (Chapter 1),R. Kelly
4961,Number One Spot,Ludacris
4962,Lighters Up,Lil' Kim
4963,Only U,Ashanti
4964,It's Like That,Mariah Carey
4965,That's That,Snoop Dogg
4966,Charlie Last Name: Wilson ,Charlie Wilson
4967,Must Be Nice,Lyfe Jennings
4968,Dreams,The Game
4969,Pon de Replay,Rihanna
4970,So Seductive,Tony Yayo
4971,Caught Up,Usher
4972,I'm a Hustla,Cassidy
4973,Give Me That,Webbie Featuring Bun-B
4974,Window Shopper,50 Cent
4975,Love,Keyshia Cole
4976,Okay,Nivea Featuring Lil Jon & The YoungbloodZ
4977,And Then What,Young Jeezy feat. Mannie Fresh
4978,Girlfight,Brooke Valentine
4979,O,Omarion
4980,How Could You,Mario
4981,Get It Poppin',Fat Joe (Feat. Nelly)
4982,All Because Of You,Marques Houston Featuring Young Rome
4983,Karma,Lloyd Banks Featuring Avant
4984,Make Her Feel Good,Teairra Mari
4985,New York,Ja Rule Featuring Fat Joe & Jadakiss
4986,Dem Boyz,Boyz N Da Hood
4987,Fresh Azimiz,Bow Wow
4988,Rompe,Daddy Yankee
4989,Luxurious,Gwen Stefani
4990,Heard 'Em Say,Kanye West
4991,Taurus Here,Taurus
4992,Back Then,Mike Jones
4993,In The Kitchen,R. Kelly
4994,Tell Me,Bobby Valentino
4995,Baby Mama,Fantasia
4996,Your Body,Pretty Ricky
4997,I'm A King,P$C Feat. T.I. & Lil Scrappy
4998,Don't Cha,The Pussycat Dolls
4999,Badd,Ying Yang Twins
5000,Be Without You,Mary J. Blige
5001,Irreplaceable,Beyoncé
5002,Smack That,Akon
5003,I Wanna Love You,Akon
5004,What You Know,T.I.
5005,Deja Vu ,Beyoncé Featuring Jay-Z
5006,It's Goin' Down,Yung Joc Featuring Nitti
5007,What Goes Around...Comes Around,Justin Timberlake
5008,Me & U,Cassie
5009,Money Maker,Ludacris Featuring Pharrell
5010,Unpredictable,Jamie Foxx (feat. Ludacris)
5011,My Love,Justin Timberlake
5012,Snap Yo Fingers,Lil Jon Feat. E-40 & Sean Paul of YoungBloodZ
5013,Fergalicious,Fergie
5014,Sexy Love,Ne-Yo
5015,Sexy Can I,Ray J
5016,Say Goodbye,Chris Brown
5017,Yo (Excuse Me Miss),Chris Brown
5018,Pullin' Me Back,Chingy Featuring Tyrese
5019,Shoulder Lean,Young Dro Featuring T.I.
5020,Grillz,"Nelly F/Paul Wall, Ali & Gipp"
5021,"Lean wit It, Rock wit It",Dem Franchize Boyz
5022,Runaway Love,Ludacris
5023,Call on Me,Janet Jackson & Nelly
5024,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin
5025,So Sick,Ne-Yo
5026,Temperature,Sean Paul
5027,Walk It Out,Unk
5028,Touch It,Busta Rhymes
5029,Love,Keyshia Cole
5030,Ridin',Chamillionaire
5031,Lost without U,Robin Thicke
5032,Check On It,Beyoncé Featuring Bun-B & Slim Thug
5033,We Fly High,Jim Jones
5034,(When You Gonna) Give It Up to Me,Sean Paul
5035,You,Lloyd
5036,Ring the Alarm,Beyoncé
5037,Ice Box,Omarion
5038,Torn,LeToya Luckett
5039,Enough Cryin',Mary J Blige Featuring Brook Lynn
5040,SexyBack,Justin Timberlake
5041,So What,Field Mob
5042,Show Me What You Got,Jay-Z
5043,Throw Some D's,Rich Boy
5044,Ms. New Booty,Bubba Sparxxx
5045,Gimme That,Chris Brown
5046,Looking For You,Kirk Franklin
5047,When You're Mad,Ne-Yo
5048,Why You Wanna,T.I.
5049,I Know You See It,Yung Joc Featuring Brandy 'Ms. B.' Hambrick
5050,S.E.X.,Lyfe Jennings
5051,Kryptonite (I'm On It),Purple Ribbon All-Stars
5052,Get Up,Ciara Featuring Chamillionaire
5053,Come To Me,Diddy Featuring Nicole Scherzinger
5054,Promise,Ciara
5055,Do It To It,Cherish Featuring Sean Paul (of The YoungBloodZ)
5056,U And Dat,E-40 Featuring T-Pain & Kandi Girl
5057,That's That,Snoop Dogg feat. R. Kellly
5058,Gettin' Some,Shawnna
5059,Make It Rain,Fat Joe
5060,Take Me as I Am,Mary J. Blige
5061,Say I,Christina Milian
5062,Unfaithful,Rihanna
5063,Promiscuous,Nelly Furtado
5064,Stuntin' Like My Daddy,Birdman & Lil Wayne
5065,Bossy,Kelis Featuring Too Short
5066,Money in the Bank,Lil Scrappy
5067,I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones
5068,Tell Me,Diddy
5069,Gotta Go,Trey Songz
5070,Poppin' My Collar,Three 6 Mafia
5071,DJ Play a Love Song,Jamie Foxx
5072,Chain Hang Low,Jibbs
5073,The Way I Live,Baby Boy da Prince
5074,Rodeo,Juvenile
5075,I Luv It,Young Jeezy
5076,Fresh Azimiz,Bow Wow (feat. J-Kwon & Jermaine Dupri)
5077,Good Luck Charm,Jagged Edge
5078,Rock Yo Hips,Crime Mob
5079,Control Myself,LL Cool J Featuring Jennifer Lopez
5080,4 Minutes,Avant
5081,Upgrade U,Beyoncé Featuring Jay-Z
5082,Listen,Beyoncé
5083,Sister,Scoundrel Squad Featuring Bun-B
5084,I Love My Bitch,Busta Rhymes Featuring will.i.am & Kelis
5085,Need A Boss,Shareefa Featuring Ludacris
5086,Everytime Tha Beat Drop,Monica Featuring Dem Franchize Boyz
5087,Fireman,Lil Wayne
5088,Hustlin',Rick Ross
5089,Top Back,T.I.
5090,Ghetto Story (Chapter 2),Cham Featuring Alicia Keys
5091,Unappreciated,Cherish
5092,In My Mind,Heather Headley
5093,Touch the Sky,Kanye West
5094,She Don't,LeToya
5095,Can't Let Go,Anthony Hamilton
5096,Back Like That,Ghostface Killah
5097,Poppin',Chris Brown
5098,I Call It Love,Lionel Richie
5099,Change Me,Ruben Studdard
5100,Lost Without U,Robin Thicke
5101,Bleeding Love,Leona Lewis
5102,Low,Flo Rida
5103,No One,Alicia Keys
5104,Apologize,Timbaland
5105,Promise ,Ciara
5106,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc
5107,With You,Chris Brown
5108,Kiss Kiss,Chris Brown
5109,Crank That (Soulja Boy),Soulja Boy Tell 'Em
5110,Bed,J. Holiday
5111,Don't Stop the Music,Rihanna
5112,I'm A Flirt,R. Kelly Featuring T.I. & T-Pain
5113,Umbrella,Rihanna feat. Jay-Z
5114,This Is Why I'm Hot,Mims
5115,Let It Go,Keyshia Cole
5116,Good Life,Kanye West
5117,Make Me Better,Fabolous Featuring Ne-Yo
5118,Don't Matter,Akon
5119,I Wanna Love You,Akon Featuring Snoop Dogg
5120,Party Like a Rockstar,Shop Boyz
5121,Runaway Love,Ludacris Featuring Mary J. Blige
5122,Sensual Seduction,Snoop Dogg
5123,Shawty,Plies (Feat. T-Pain)
5124,Clumsy,Fergie
5125,Throw Some D's,Rich Boy feat. Polow Da Don
5126,Can't Help But Wait,Trey Songz
5127,Take You There,Sean Kingston
5128,When I See U,Fantasia Barrino
5129,Because of You,Ne-Yo
5130,Poppin',Chris Brown Featuring Jay Biz
5131,Ice Box,Omarion
5132,"Pop, Lock & Drop It",Huey
5133,Until the End of Time,Justin Timberlake
5134,Just Fine,Mary J. Blige
5135,Same Girl,R. Kelly & Usher
5136,Last Night,Diddy Featuring Keyshia Cole
5137,Beautiful Girls,Sean Kingston
5138,Make It Rain,Fat Joe Featuring Lil Wayne
5139,B.U.D.D.Y.,Musiq Soulchild
5140,Like This,Mims
5141,Duffle Bag Boy,Playaz Circle
5142,Bartender,T-Pain Featuring Akon
5143,Like a Boy,Ciara
5144,Get It Shawty,Lloyd
5145,Teachme,Musiq Soulchild
5146,Please Don't Go,Tank
5147,Do You,Ne-Yo
5148,Independent,Webbie
5149,Like You'll Never See Me Again,Alicia Keys
5150,I'm a Flirt,Bow Wow
5151,Rock Yo Hips,Crime Mob Featuring Lil Scrappy
5152,Big Things Poppin' (Do It),T.I.
5153,On the Hotline,Pretty Ricky
5154,Better in Time,Leona Lewis
5155,A Bay Bay,Hurricane Chris
5156,Shawty Is a 10,The-Dream 
5157,Hypnotized,Plies
5158,Suffocate,J. Holiday
5159,I'm So Hood,DJ Khaled
5160,Hate That I Love You,Rihanna Featuring Ne-Yo
5161,2 Step,Unk
5162,Go Getta,Young Jeezy
5163,Flashing Lights, Kanye West
5164,Int'l Players Anthem (I Choose You),UGK Featuring OutKast
5165,Shoulda Let You Go,Keyshia Cole
5166,Stronger,Kanye West
5167,I Remember,Keyshia Cole
5168,I Get Money,50 Cent
5169,Top Back,T.I.
5170,Outta My System,Bow Wow Featuring T-Pain & Johnta Austin
5171,I Luv It,Young Jeezy
5172,Wipe Me Down,Lil' Boosie
5173,Roc Boys (And The Winner Is)...,Jay-Z
5174,My Drink N' My Two Step,Cassidy Featuring Swizz Beatz
5175,Can U Believe,Robin Thicke
5176,You Know What It Is,T.I. Featuring Wyclef Jean
5177,Sexy Lady,Yung Berg Featuring Junior
5178,1st Time,Yung Joc Featuring Marques Houston & Trey Songz
5179,Tambourine,Eve
5180,Can't Leave 'Em Alone,Ciara Featuring 50 Cent
5181,Homecoming,Kanye West
5182,Get Me Bodied,Beyoncé
5183,Soulja Girl,Soulja Boy Tell 'Em
5184,And I Am Telling You I'm Not Going,Jennifer Hudson
5185,Anonymous,Bobby Valentino
5186,Crying Out for Me,Mario
5187,If I Was Your Man,Joe
5188,Hood Figga,Gorilla Zoe
5189,How Do I Breathe,Mario
5190,Give It to Me,Timbaland
5191,Glamorous,Fergie Featuring Ludacris
5192,Hood Boy,Fantasia Featuring Big Boi
5193,Baby Don't Go,Fabolous Featuring Jermaine Dupri
5194,In My Songs,Gerald Levert
5195,30 Something,Jay-Z
5196,Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland
5197,Wall To Wall,Chris Brown
5198,Money In The Bank,Swizz Beatz
5199,Can't Tell Me Nothing,Kanye West
5200,Just Dance,Lady Gaga
5201,Single Ladies (Put a Ring on It),Beyoncé
5202,Like You'll Never See Me Again,Alicia Keys
5203,I Remember,Keyshia Cole
5204,Lollipop,Lil Wayne Featuring Static Major
5205,Love In This Club,Usher Featuring Young Jeezy
5206,Take a Bow,Rihanna
5207,Whatever You Like,T.I.
5208,Live Your Life,T.I. (Featuring Rihanna) 
5209,Miss Independent,Ne-Yo
5210,Touch My Body,Mariah Carey
5211,Heartless,Kanye West
5212,Suffocate,J. Holiday
5213,Dead and Gone,T.I.
5214,A Milli,Lil Wayne
5215,Spotlight, Jennifer Hudson
5216,Can't Believe It,T-Pain Featuring Lil Wayne
5217,No Air,Jordin Sparks
5218,Day 'N' Nite,Kid Cudi
5219,Just Fine,Mary J. Blige
5220,Heaven Sent,Keyshia Cole
5221,Sexy Can I,Ray J & Yung Berg
5222, Need U Bad,Jazmine Sullivan
5223,In the Ayer,Flo Rida
5224,Put On,Young Jeezy
5225,Mad,Ne-Yo
5226,I Luv Your Girl,The-Dream
5227,Sensual Seduction,Snoop Dogg
5228,Mrs. Officer,Lil Wayne Featuring Bobby Valentino & Kidd Kidd
5229,Crying Out For Me,Mario
5230,Diva,Beyoncé
5231,With You,Chris Brown
5232,Chopped 'N' Skrewed,T-Pain Featuring Ludacris
5233,Independent,Webbie Feat. Lil' Phat & Lil' Boosie
5234,Rehab,Rihanna
5235,Green Light,John Legend
5236,Got Money,Lil Wayne Featuring T-Pain
5237,Falsetto,The-Dream
5238,The Way That I Love You,Ashanti
5239,The Boss,Rick Ross Feat. T-Pain
5240,Swagga Like Us,Jay-Z & T.I. Featuring Kanye West & Lil Wayne
5241,Get Like Me,David Banner
5242,If I Were a Boy,Beyoncé
5243,Beautiful,Akon
5244,Bust Your Windows,Jazmine Sullivan
5245,Take You Down,Chris Brown
5246,"Love In This Club, Part II",Usher featuring Beyoncé & Lil Wayne
5247,Pop Champagne,Jim Jones & Ron Browz
5248,Low,Flo Rida Featuring T-Pain
5249,Teenage Love Affair,Alicia Keys
5250,Closer,Ne-Yo
5251,The Business,Yung Berg Featuring Casha
5252,She Got It,2 Pistols Featuring T-Pain & Tay Dizm
5253,My Life,The Game Featuring Lil Wayne
5254,Dey Know,Shawty Lo
5255,Chopped & Skrewed,T-Pain
5256,Superwoman,Alicia Keys
5257,Never,Jaheim
5258,One More Drink,Ludacris
5259,Magic,Robin Thicke
5260,Love Lockdown,Kanye West
5261,Get Silly,V.I.C.
5262,Pop Bottles,Birdman Featuring Lil Wayne
5263,So Fly,Slim Featuring Young Joc
5264,When It Hurts,Avant
5265,Here I Am,Rick Ross Feat. Nelly & Avery Storm
5266,Work That,Mary J. Blige
5267,I Won't Tell,Fat Joe Featuring J. Holiday
5268,Woman,Raheem DeVaughn
5269,Please Excuse My Hands,Plies (Feat. Jamie Foxx & The-Dream)
5270,You're The Only One,Eric Benet
5271,Last Time,Trey Songz
5272,Lookin Boy,Hot Stylz
5273,Moving Mountains,Usher
5274,Never Never Land,Lyfe Jennings
5275,What Them Girls Like,Ludacris Co-Starring Chris Brown & Sean Garrett
5276,She Got Her Own (Miss Independent Part 2),Ne-Yo
5277,Music For Love,Mario
5278,Right Here (Departed),Brandy
5279,Superstar,Lupe Fiasco Featuring Matthew Santos
5280,Put It on Ya,Plies
5281,The Sweetest Love,Robin Thicke
5282,Customer,Raheem DeVaughn
5283,Did You Wrong,Pleasure P
5284,Trading Places,Usher
5285,Girlfriend,Bow Wow & Omarion
5286,Girls Around The World,Lloyd Featuring Lil Wayne
5287,Game's Pain,The Game Featuring Keyshia Cole
5288,Umma Do Me,Rocko
5289,Get Up,50 Cent
5290,Never Would Have Made It,Marvin Sapp
5291,Paper Planes,M.I.A.
5292,Honey,Erykah Badu
5293,Bust It Baby Part 2,Plies (Feat. Ne-Yo)
5294,She Got Her Own,Jamie Foxx
5295,Hypnotized,Plies (Feat. Akon)
5296,Just Like Me,Jamie Foxx
5297,Bye Bye,Mariah Carey
5298,The River,Noel Gourdin
5299,Baby,LL Cool J Featuring The-Dream
5300,Empire State of Mind,Jay-Z & Alicia Keys
5301,Knock You Down,Keri Hilson
5302,Blame It,Jamie Foxx
5303,Best I Ever Had,Drake
5304,BedRock,Young Money
5305,Birthday Sex,Jeremih
5306,She Got Her Own,Ne-Yo Featuring Jamie Foxx & Fabolous
5307,Dead And Gone,T.I. (Featuring Justin Timberlake)
5308,How Low,Ludacris
5309,Every Girl,Young Money
5310,Run This Town,"Jay-Z, Rihanna & Kanye West"
5311,Turnin Me On,Keri Hilson
5312,Pretty Wings,Maxwell
5313,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem"
5314,Break Up,Mario Featuring Gucci Mane & Sean Garrett
5315,Diva ,Beyoncé
5316,Kiss Me Thru the Phone,Soulja Boy Tell 'Em
5317,Hard,Rihanna
5318,Papers,Usher
5319,Say Aah,Trey Songz
5320,Rockin' That Thang,The-Dream
5321,Turn My Swag On,Soulja Boy Tell 'Em
5322,Pop Champagne,Jim Jones & Ron Browz Featuring Juelz Santana
5323,I Invented Sex,Trey Songz
5324,Money To Blow,Birdman Featuring Lil Wayne & Drake
5325,Trading Places,Usher 
5326,I Love College,Asher Roth
5327,Successful,Drake Featuring Trey Songz & Lil Wayne
